frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,1158.0,680.0,28.0,70.0,D:\pedestrian\JAAD\images\video_0155,0,00000.png
1,pedestrian,1163.0,680.0,28.0,71.0,D:\pedestrian\JAAD\images\video_0155,0,00001.png
2,pedestrian,1168.0,679.0,29.0,71.0,D:\pedestrian\JAAD\images\video_0155,0,00002.png
3,pedestrian,1172.0,679.0,29.0,72.0,D:\pedestrian\JAAD\images\video_0155,0,00003.png
4,pedestrian,1177.0,678.0,29.0,72.0,D:\pedestrian\JAAD\images\video_0155,0,00004.png
5,pedestrian,1179.0,678.0,32.0,72.0,D:\pedestrian\JAAD\images\video_0155,0,00005.png
6,pedestrian,1182.0,678.0,35.0,72.0,D:\pedestrian\JAAD\images\video_0155,0,00006.png
7,pedestrian,1184.0,678.0,38.0,71.0,D:\pedestrian\JAAD\images\video_0155,0,00007.png
8,pedestrian,1187.0,678.0,41.0,71.0,D:\pedestrian\JAAD\images\video_0155,0,00008.png
9,pedestrian,1189.0,678.0,44.0,71.0,D:\pedestrian\JAAD\images\video_0155,0,00009.png
10,pedestrian,1195.0,677.0,43.0,72.0,D:\pedestrian\JAAD\images\video_0155,0,00010.png
11,pedestrian,1200.0,677.0,41.0,73.0,D:\pedestrian\JAAD\images\video_0155,0,00011.png
12,pedestrian,1206.0,676.0,40.0,75.0,D:\pedestrian\JAAD\images\video_0155,0,00012.png
13,pedestrian,1211.0,676.0,38.0,76.0,D:\pedestrian\JAAD\images\video_0155,0,00013.png
14,pedestrian,1217.0,675.0,37.0,77.0,D:\pedestrian\JAAD\images\video_0155,0,00014.png
15,pedestrian,1221.0,677.0,35.0,78.0,D:\pedestrian\JAAD\images\video_0155,0,00015.png
16,pedestrian,1225.0,680.0,34.0,79.0,D:\pedestrian\JAAD\images\video_0155,0,00016.png
17,pedestrian,1229.0,682.0,32.0,80.0,D:\pedestrian\JAAD\images\video_0155,0,00017.png
18,pedestrian,1233.0,685.0,31.0,81.0,D:\pedestrian\JAAD\images\video_0155,0,00018.png
19,pedestrian,1237.0,687.0,29.0,82.0,D:\pedestrian\JAAD\images\video_0155,0,00019.png
20,pedestrian,1237.0,688.0,33.0,82.0,D:\pedestrian\JAAD\images\video_0155,0,00020.png
21,pedestrian,1237.0,688.0,37.0,83.0,D:\pedestrian\JAAD\images\video_0155,0,00021.png
22,pedestrian,1237.0,689.0,41.0,83.0,D:\pedestrian\JAAD\images\video_0155,0,00022.png
23,pedestrian,1237.0,689.0,45.0,84.0,D:\pedestrian\JAAD\images\video_0155,0,00023.png
24,pedestrian,1237.0,690.0,49.0,84.0,D:\pedestrian\JAAD\images\video_0155,0,00024.png
25,pedestrian,1241.0,688.0,48.0,85.0,D:\pedestrian\JAAD\images\video_0155,0,00025.png
26,pedestrian,1245.0,686.0,48.0,86.0,D:\pedestrian\JAAD\images\video_0155,0,00026.png
27,pedestrian,1248.0,685.0,47.0,87.0,D:\pedestrian\JAAD\images\video_0155,0,00027.png
28,pedestrian,1252.0,683.0,47.0,88.0,D:\pedestrian\JAAD\images\video_0155,0,00028.png
29,pedestrian,1256.0,681.0,46.0,89.0,D:\pedestrian\JAAD\images\video_0155,0,00029.png
30,pedestrian,1258.0,680.0,44.0,90.0,D:\pedestrian\JAAD\images\video_0155,0,00030.png
31,pedestrian,1261.0,679.0,42.0,91.0,D:\pedestrian\JAAD\images\video_0155,0,00031.png
32,pedestrian,1263.0,678.0,39.0,92.0,D:\pedestrian\JAAD\images\video_0155,0,00032.png
33,pedestrian,1266.0,677.0,37.0,93.0,D:\pedestrian\JAAD\images\video_0155,0,00033.png
34,pedestrian,1268.0,676.0,35.0,94.0,D:\pedestrian\JAAD\images\video_0155,0,00034.png
35,pedestrian,1267.0,676.0,38.0,95.0,D:\pedestrian\JAAD\images\video_0155,0,00035.png
36,pedestrian,1266.0,677.0,41.0,96.0,D:\pedestrian\JAAD\images\video_0155,0,00036.png
37,pedestrian,1266.0,677.0,44.0,96.0,D:\pedestrian\JAAD\images\video_0155,0,00037.png
38,pedestrian,1265.0,678.0,47.0,97.0,D:\pedestrian\JAAD\images\video_0155,0,00038.png
39,pedestrian,1264.0,678.0,50.0,98.0,D:\pedestrian\JAAD\images\video_0155,0,00039.png
40,pedestrian,1266.0,677.0,51.0,99.0,D:\pedestrian\JAAD\images\video_0155,0,00040.png
41,pedestrian,1267.0,675.0,53.0,100.0,D:\pedestrian\JAAD\images\video_0155,0,00041.png
42,pedestrian,1269.0,674.0,54.0,102.0,D:\pedestrian\JAAD\images\video_0155,0,00042.png
43,pedestrian,1270.0,672.0,56.0,103.0,D:\pedestrian\JAAD\images\video_0155,0,00043.png
44,pedestrian,1272.0,671.0,57.0,104.0,D:\pedestrian\JAAD\images\video_0155,0,00044.png
45,pedestrian,1274.0,669.0,54.0,106.0,D:\pedestrian\JAAD\images\video_0155,0,00045.png
46,pedestrian,1277.0,668.0,51.0,108.0,D:\pedestrian\JAAD\images\video_0155,0,00046.png
47,pedestrian,1279.0,666.0,47.0,110.0,D:\pedestrian\JAAD\images\video_0155,0,00047.png
48,pedestrian,1282.0,665.0,44.0,112.0,D:\pedestrian\JAAD\images\video_0155,0,00048.png
49,pedestrian,1284.0,663.0,41.0,114.0,D:\pedestrian\JAAD\images\video_0155,0,00049.png
50,pedestrian,1283.0,664.0,44.0,115.0,D:\pedestrian\JAAD\images\video_0155,0,00050.png
51,pedestrian,1281.0,665.0,46.0,115.0,D:\pedestrian\JAAD\images\video_0155,0,00051.png
52,pedestrian,1280.0,665.0,49.0,116.0,D:\pedestrian\JAAD\images\video_0155,0,00052.png
53,pedestrian,1278.0,666.0,51.0,116.0,D:\pedestrian\JAAD\images\video_0155,0,00053.png
54,pedestrian,1277.0,667.0,54.0,117.0,D:\pedestrian\JAAD\images\video_0155,0,00054.png
55,pedestrian,1275.0,668.0,58.0,117.0,D:\pedestrian\JAAD\images\video_0155,0,00055.png
56,pedestrian,1272.0,670.0,63.0,118.0,D:\pedestrian\JAAD\images\video_0155,0,00056.png
57,pedestrian,1270.0,671.0,67.0,118.0,D:\pedestrian\JAAD\images\video_0155,0,00057.png
58,pedestrian,1267.0,673.0,72.0,119.0,D:\pedestrian\JAAD\images\video_0155,1,00058.png
59,pedestrian,1265.0,674.0,76.0,119.0,D:\pedestrian\JAAD\images\video_0155,1,00059.png
60,pedestrian,1268.0,674.0,70.0,121.0,D:\pedestrian\JAAD\images\video_0155,1,00060.png
61,pedestrian,1271.0,673.0,64.0,123.0,D:\pedestrian\JAAD\images\video_0155,1,00061.png
62,pedestrian,1273.0,673.0,58.0,125.0,D:\pedestrian\JAAD\images\video_0155,1,00062.png
63,pedestrian,1276.0,672.0,52.0,127.0,D:\pedestrian\JAAD\images\video_0155,1,00063.png
64,pedestrian,1279.0,672.0,46.0,129.0,D:\pedestrian\JAAD\images\video_0155,1,00064.png
65,pedestrian,1276.0,672.0,49.0,130.0,D:\pedestrian\JAAD\images\video_0155,1,00065.png
66,pedestrian,1272.0,671.0,53.0,132.0,D:\pedestrian\JAAD\images\video_0155,1,00066.png
67,pedestrian,1269.0,671.0,56.0,133.0,D:\pedestrian\JAAD\images\video_0155,1,00067.png
68,pedestrian,1265.0,670.0,60.0,135.0,D:\pedestrian\JAAD\images\video_0155,1,00068.png
69,pedestrian,1262.0,670.0,63.0,136.0,D:\pedestrian\JAAD\images\video_0155,1,00069.png
70,pedestrian,1258.0,670.0,69.0,137.0,D:\pedestrian\JAAD\images\video_0155,1,00070.png
71,pedestrian,1254.0,670.0,75.0,138.0,D:\pedestrian\JAAD\images\video_0155,1,00071.png
72,pedestrian,1249.0,670.0,80.0,140.0,D:\pedestrian\JAAD\images\video_0155,1,00072.png
73,pedestrian,1245.0,670.0,86.0,141.0,D:\pedestrian\JAAD\images\video_0155,1,00073.png
74,pedestrian,1241.0,670.0,92.0,142.0,D:\pedestrian\JAAD\images\video_0155,1,00074.png
75,pedestrian,1242.0,669.0,86.0,144.0,D:\pedestrian\JAAD\images\video_0155,1,00075.png
76,pedestrian,1242.0,668.0,80.0,145.0,D:\pedestrian\JAAD\images\video_0155,1,00076.png
77,pedestrian,1243.0,667.0,73.0,147.0,D:\pedestrian\JAAD\images\video_0155,1,00077.png
78,pedestrian,1243.0,666.0,67.0,148.0,D:\pedestrian\JAAD\images\video_0155,1,00078.png
79,pedestrian,1244.0,665.0,61.0,150.0,D:\pedestrian\JAAD\images\video_0155,1,00079.png
80,pedestrian,1239.0,664.0,63.0,152.0,D:\pedestrian\JAAD\images\video_0155,1,00080.png
81,pedestrian,1234.0,664.0,65.0,153.0,D:\pedestrian\JAAD\images\video_0155,1,00081.png
82,pedestrian,1229.0,663.0,67.0,155.0,D:\pedestrian\JAAD\images\video_0155,1,00082.png
83,pedestrian,1224.0,663.0,69.0,156.0,D:\pedestrian\JAAD\images\video_0155,1,00083.png
84,pedestrian,1219.0,662.0,71.0,158.0,D:\pedestrian\JAAD\images\video_0155,1,00084.png
85,pedestrian,1211.0,663.0,77.0,158.0,D:\pedestrian\JAAD\images\video_0155,1,00085.png
86,pedestrian,1204.0,664.0,83.0,158.0,D:\pedestrian\JAAD\images\video_0155,1,00086.png
87,pedestrian,1196.0,665.0,90.0,159.0,D:\pedestrian\JAAD\images\video_0155,1,00087.png
88,pedestrian,1189.0,666.0,96.0,159.0,D:\pedestrian\JAAD\images\video_0155,1,00088.png
89,pedestrian,1181.0,667.0,102.0,159.0,D:\pedestrian\JAAD\images\video_0155,1,00089.png
90,pedestrian,1180.0,665.0,97.0,162.0,D:\pedestrian\JAAD\images\video_0155,1,00090.png
91,pedestrian,1179.0,662.0,91.0,165.0,D:\pedestrian\JAAD\images\video_0155,1,00091.png
92,pedestrian,1178.0,660.0,86.0,167.0,D:\pedestrian\JAAD\images\video_0155,1,00092.png
93,pedestrian,1177.0,657.0,80.0,170.0,D:\pedestrian\JAAD\images\video_0155,1,00093.png
94,pedestrian,1176.0,655.0,75.0,173.0,D:\pedestrian\JAAD\images\video_0155,1,00094.png
95,pedestrian,1171.0,654.0,76.0,176.0,D:\pedestrian\JAAD\images\video_0155,1,00095.png
96,pedestrian,1166.0,653.0,77.0,179.0,D:\pedestrian\JAAD\images\video_0155,1,00096.png
97,pedestrian,1160.0,651.0,77.0,181.0,D:\pedestrian\JAAD\images\video_0155,1,00097.png
98,pedestrian,1155.0,650.0,78.0,184.0,D:\pedestrian\JAAD\images\video_0155,1,00098.png
99,pedestrian,1150.0,649.0,79.0,187.0,D:\pedestrian\JAAD\images\video_0155,1,00099.png
100,pedestrian,1139.0,651.0,88.0,186.0,D:\pedestrian\JAAD\images\video_0155,1,00100.png
101,pedestrian,1127.0,652.0,97.0,186.0,D:\pedestrian\JAAD\images\video_0155,1,00101.png
102,pedestrian,1116.0,654.0,107.0,185.0,D:\pedestrian\JAAD\images\video_0155,1,00102.png
103,pedestrian,1104.0,655.0,116.0,185.0,D:\pedestrian\JAAD\images\video_0155,1,00103.png
104,pedestrian,1093.0,657.0,125.0,184.0,D:\pedestrian\JAAD\images\video_0155,1,00104.png
105,pedestrian,1091.0,655.0,119.0,188.0,D:\pedestrian\JAAD\images\video_0155,1,00105.png
106,pedestrian,1089.0,653.0,113.0,192.0,D:\pedestrian\JAAD\images\video_0155,1,00106.png
107,pedestrian,1088.0,650.0,108.0,197.0,D:\pedestrian\JAAD\images\video_0155,1,00107.png
108,pedestrian,1086.0,648.0,102.0,201.0,D:\pedestrian\JAAD\images\video_0155,1,00108.png
109,pedestrian,1084.0,646.0,96.0,205.0,D:\pedestrian\JAAD\images\video_0155,1,00109.png
110,pedestrian,1078.0,647.0,93.0,207.0,D:\pedestrian\JAAD\images\video_0155,1,00110.png
111,pedestrian,1073.0,648.0,90.0,209.0,D:\pedestrian\JAAD\images\video_0155,1,00111.png
112,pedestrian,1067.0,648.0,87.0,212.0,D:\pedestrian\JAAD\images\video_0155,1,00112.png
113,pedestrian,1062.0,649.0,84.0,214.0,D:\pedestrian\JAAD\images\video_0155,1,00113.png
114,pedestrian,1056.0,650.0,81.0,216.0,D:\pedestrian\JAAD\images\video_0155,1,00114.png
115,pedestrian,1039.0,651.0,92.0,217.0,D:\pedestrian\JAAD\images\video_0155,1,00115.png
116,pedestrian,1022.0,652.0,104.0,218.0,D:\pedestrian\JAAD\images\video_0155,1,00116.png
117,pedestrian,1005.0,652.0,115.0,220.0,D:\pedestrian\JAAD\images\video_0155,1,00117.png
118,pedestrian,988.0,653.0,127.0,221.0,D:\pedestrian\JAAD\images\video_0155,1,00118.png
119,pedestrian,971.0,654.0,138.0,222.0,D:\pedestrian\JAAD\images\video_0155,1,00119.png
120,pedestrian,966.0,653.0,133.0,223.0,D:\pedestrian\JAAD\images\video_0155,1,00120.png
121,pedestrian,961.0,652.0,128.0,223.0,D:\pedestrian\JAAD\images\video_0155,1,00121.png
122,pedestrian,956.0,651.0,122.0,224.0,D:\pedestrian\JAAD\images\video_0155,1,00122.png
123,pedestrian,951.0,650.0,117.0,224.0,D:\pedestrian\JAAD\images\video_0155,1,00123.png
124,pedestrian,946.0,649.0,112.0,225.0,D:\pedestrian\JAAD\images\video_0155,1,00124.png
125,pedestrian,937.0,646.0,108.0,231.0,D:\pedestrian\JAAD\images\video_0155,1,00125.png
126,pedestrian,927.0,642.0,105.0,236.0,D:\pedestrian\JAAD\images\video_0155,1,00126.png
127,pedestrian,918.0,639.0,101.0,242.0,D:\pedestrian\JAAD\images\video_0155,1,00127.png
128,pedestrian,908.0,635.0,98.0,247.0,D:\pedestrian\JAAD\images\video_0155,1,00128.png
129,pedestrian,899.0,632.0,94.0,253.0,D:\pedestrian\JAAD\images\video_0155,1,00129.png
130,pedestrian,878.0,634.0,108.0,253.0,D:\pedestrian\JAAD\images\video_0155,1,00130.png
131,pedestrian,857.0,636.0,122.0,254.0,D:\pedestrian\JAAD\images\video_0155,1,00131.png
